"","UsedAIPreviously","ChatGPT","Dalle","ChatSonic","Claude","Bard.AI","LaMDA","Jasper.chat","Socratic","Bing.AI","Other","HowManyTimesUsedLastMonth","AIReliableInfo","AICreateUsefulThings","AIProvidesAccurateInfo","AIEasyToUse","AIEnjoyableToUse","IFearOthersUseofAI","AIWillChangeMyLife","FriendsUseAIPersonalLives","FriendsUseAIStudyLives","IUseAIToSupportStudies","AIIsValuableToMe","AIComplexToUse","AIHelpsMeLearn","LecturersUseAISupportTeaching","IUseAIToPlanWork","IUseAIToHelpMeCreateWork","AISystemsWontHelpMeStudy","UniShouldBeAwareHowAIUsed","EasyToCheatWithAI","EasyCatchAICheats","AISystemsGaveMeInaccurateinfo","UniShouldShowMeHowToUseAI","AISystemsWillDevelopSafely","GovernmentsMustDoMoreToProtectFromAI","AISystemsWillBecomeSentient","AISystemsPoseNoDangerToUs","Gender","QualificationStudied","Year","Region"
"121","Yes","1",1,0,0,0,0,0,0,1,0,60,"Neither agree/disagree","Agree","Disagree","Strongly agree","Agree","Agree","Agree","Disagree","Agree","Agree","Agree","Disagree","Agree","Disagree",NA,"Disagree","Strongly disagree","Agree","Disagree",NA,"Strongly agree","Agree","Neither agree/disagree","Neither agree/disagree","Neither agree/disagree","Disagree","Male","Undergraduate degree or equivalent (BSc, BA etc.)",2002,"United Kingdom"
"122","Yes","1",0,0,0,0,0,0,1,0,0,0,"Neither agree/disagree","Neither agree/disagree","Neither agree/disagree","Neither agree/disagree","Neither agree/disagree","Strongly disagree","Disagree","Disagree","Disagree","Neither agree/disagree","Neither agree/disagree","Strongly disagree",NA,NA,"Disagree",NA,"Disagree",NA,"Strongly disagree","Disagree","Disagree",NA,"Strongly disagree","Disagree","Disagree","Strongly disagree","Female","Undergraduate degree or equivalent (BSc, BA etc.)",2001,"United Kingdom"
"123","Yes","1",0,0,0,0,0,0,0,0,0,0,"Strongly disagree","Disagree","Neither agree/disagree","Agree","Agree","Agree","Neither agree/disagree","Disagree","Disagree","Disagree","Strongly disagree","Strongly disagree","Strongly disagree","Disagree","Strongly disagree","Strongly disagree","Agree","Agree","Disagree","Agree","Agree","Agree","Neither agree/disagree","Agree","Disagree","Disagree","Male","Undergraduate degree or equivalent (BSc, BA etc.)",2004,"United Kingdom"
"124","No","0",0,0,0,0,0,0,0,0,0,0,"Neither agree/disagree","Neither agree/disagree","Agree","Neither agree/disagree","Neither agree/disagree","Neither agree/disagree","Neither agree/disagree",NA,"Disagree","Disagree","Neither agree/disagree","Neither agree/disagree",NA,NA,NA,NA,NA,"Strongly agree",NA,"Strongly agree",NA,NA,"Agree","Agree","Disagree","Disagree","Female","Undergraduate degree or equivalent (BSc, BA etc.)",2003,"United Kingdom"
"125","No","0",0,0,0,0,0,0,0,0,0,0,"Disagree","Strongly disagree","Disagree","Agree","Agree","Strongly agree","Agree","Neither agree/disagree","Neither agree/disagree","Strongly disagree","Disagree","Disagree","Disagree","Strongly disagree","Disagree","Disagree","Strongly agree","Agree","Agree","Agree",NA,"Disagree","Disagree","Agree","Strongly disagree","Disagree","Male","Undergraduate degree or equivalent (BSc, BA etc.)",2003,"United Kingdom"
"126","No","0",0,0,0,0,0,0,0,0,0,0,"Neither agree/disagree","Neither agree/disagree","Neither agree/disagree","Neither agree/disagree","Neither agree/disagree",NA,"Neither agree/disagree","Neither agree/disagree","Neither agree/disagree","Neither agree/disagree","Neither agree/disagree","Neither agree/disagree",NA,"Disagree",NA,NA,"Strongly disagree",NA,NA,NA,NA,"Disagree","Disagree","Strongly disagree","Neither agree/disagree","Disagree","Female","Undergraduate degree or equivalent (BSc, BA etc.)",2004,"United Kingdom"
"127","Yes","1",0,0,0,0,0,0,0,0,0,3,"Neither agree/disagree","Agree","Neither agree/disagree","Agree","Agree","Agree","Agree","Neither agree/disagree","Agree","Agree","Agree","Disagree",NA,"Disagree","Agree",NA,"Disagree","Strongly agree","Agree",NA,"Agree",NA,"Neither agree/disagree","Neither agree/disagree","Disagree","Disagree","Male","Undergraduate degree or equivalent (BSc, BA etc.)",2004,"United Kingdom"
"128","No","0",0,0,0,0,0,0,0,0,0,0,"Disagree","Disagree","Disagree","Agree","Agree","Agree","Strongly agree","Neither agree/disagree","Neither agree/disagree","Strongly disagree","Disagree","Disagree","Agree","Disagree","Disagree","Disagree","Agree","Agree","Agree","Agree","Agree",NA,"Disagree","Agree","Disagree","Disagree","Male","Undergraduate degree or equivalent (BSc, BA etc.)",2004,"United Kingdom"
"129","Yes","1",0,0,0,1,0,0,0,0,0,100,"Agree","Agree","Neither agree/disagree","Strongly agree","Strongly agree","Agree","Agree","Agree","Agree","Agree","Agree","Strongly disagree","Strongly agree",NA,"Agree","Agree","Strongly disagree","Strongly agree","Agree","Strongly agree","Agree","Strongly agree","Agree","Strongly agree","Agree","Strongly disagree","Male","Undergraduate degree or equivalent (BSc, BA etc.)",1994,"Asia"
"130","Yes","0",0,0,0,0,0,0,0,1,0,0,"Agree","Neither agree/disagree","Disagree","Agree","Neither agree/disagree","Strongly agree","Strongly agree","Agree","Neither agree/disagree","Agree","Neither agree/disagree","Strongly disagree","Agree","Disagree",NA,"Strongly disagree",NA,"Strongly agree","Agree","Strongly agree","Agree","Agree","Strongly disagree","Agree","Neither agree/disagree","Disagree","Female","Undergraduate degree or equivalent (BSc, BA etc.)",2004,"United Kingdom"
"131","No","0",0,0,0,0,0,0,0,0,0,0,"Neither agree/disagree","Neither agree/disagree","Disagree","Agree","Neither agree/disagree","Agree","Agree","Neither agree/disagree","Neither agree/disagree","Disagree","Disagree","Disagree","Disagree",NA,"Disagree","Disagree",NA,"Agree","Agree","Agree",NA,NA,"Disagree","Agree","Neither agree/disagree","Neither agree/disagree","Female","Undergraduate degree or equivalent (BSc, BA etc.)",2004,"United Kingdom"
"132","Yes","1",0,0,0,0,0,0,0,0,0,3,"Agree","Disagree","Agree","Agree","Agree","Disagree","Neither agree/disagree","Agree","Agree","Agree","Agree","Disagree","Agree",NA,"Agree","Disagree","Disagree","Agree",NA,"Agree","Agree","Agree","Neither agree/disagree","Agree","Agree","Neither agree/disagree","Male","Undergraduate degree or equivalent (BSc, BA etc.)",2004,"United Kingdom"
"133","Yes","1",0,0,0,0,0,0,0,0,0,2,"Agree","Neither agree/disagree","Agree","Disagree","Neither agree/disagree","Strongly agree","Agree","Neither agree/disagree","Agree","Agree","Agree","Agree","Agree",NA,"Disagree","Agree",NA,"Agree","Agree",NA,"Agree","Agree","Disagree","Strongly agree","Agree","Strongly disagree","Male","Undergraduate degree or equivalent (BSc, BA etc.)",1974,"Americas"
"134","No","0",0,0,0,0,0,0,0,0,0,0,"Neither agree/disagree","Neither agree/disagree","Disagree","Neither agree/disagree","Neither agree/disagree","Disagree","Agree","Neither agree/disagree","Neither agree/disagree","Neither agree/disagree","Neither agree/disagree","Neither agree/disagree","Disagree","Disagree",NA,"Disagree",NA,"Agree","Agree","Agree",NA,"Agree","Agree","Neither agree/disagree","Neither agree/disagree","Neither agree/disagree","Male","Undergraduate degree or equivalent (BSc, BA etc.)",2004,"United Kingdom"
"135","Yes","1",0,0,0,0,0,0,0,0,0,5,"Agree","Agree","Neither agree/disagree","Agree","Agree","Agree","Agree","Disagree","Disagree","Neither agree/disagree","Agree","Disagree","Agree","Disagree","Agree",NA,"Agree","Agree",NA,"Agree","Agree","Agree","Agree","Disagree","Strongly disagree","Disagree","Male","Undergraduate degree or equivalent (BSc, BA etc.)",2003,"United Kingdom"
"136","Yes","1",0,0,0,0,0,0,0,0,0,15,"Agree","Strongly agree","Neither agree/disagree","Strongly agree","Strongly agree","Disagree","Agree","Strongly agree","Strongly agree","Strongly agree","Agree","Strongly disagree","Disagree","Disagree","Strongly disagree","Agree","Strongly disagree","Strongly agree","Disagree","Agree",NA,"Agree","Agree","Agree","Strongly agree","Disagree","Female","Undergraduate degree or equivalent (BSc, BA etc.)",2001,"Americas"
"137","Yes","1",0,0,0,0,0,0,0,0,0,20,"Neither agree/disagree","Disagree","Disagree","Strongly agree","Agree","Disagree","Strongly disagree","Agree","Neither agree/disagree","Agree","Neither agree/disagree","Strongly disagree","Agree","Disagree","Disagree","Strongly disagree","Disagree","Strongly agree",NA,NA,"Agree","Disagree","Disagree","Neither agree/disagree","Disagree","Disagree","Female","Undergraduate degree or equivalent (BSc, BA etc.)",2000,"Other"
"138","Yes","1",0,0,0,0,0,0,0,0,0,10,"Neither agree/disagree","Agree","Neither agree/disagree","Strongly agree","Strongly agree","Strongly agree","Agree","Neither agree/disagree","Strongly agree","Agree","Neither agree/disagree","Disagree","Disagree","Disagree","Agree","Disagree","Disagree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Agree","Neither agree/disagree","Agree","Disagree","Strongly disagree","Female","Undergraduate degree or equivalent (BSc, BA etc.)",2000,"European Union"
"139","Yes","1",0,0,0,0,0,0,0,0,0,5,"Agree","Agree","Agree","Strongly agree","Strongly agree","Neither agree/disagree","Neither agree/disagree","Agree","Strongly agree","Strongly agree","Strongly agree","Strongly disagree","Strongly agree","Disagree","Disagree","Agree","Strongly disagree","Strongly agree","Agree",NA,"Agree","Strongly agree","Strongly agree","Neither agree/disagree","Disagree","Disagree","Female","Postgraduate masters degree or equivalent (MSc, MA, etc.)",2000,"Other"
"140","No","0",0,0,0,0,0,0,0,0,0,0,"Neither agree/disagree","Strongly disagree","Disagree","Neither agree/disagree","Neither agree/disagree","Strongly disagree","Neither agree/disagree","Agree","Agree","Neither agree/disagree","Neither agree/disagree","Neither agree/disagree","Strongly disagree",NA,"Strongly disagree","Strongly disagree","Disagree","Agree",NA,"Strongly agree",NA,"Agree","Disagree","Strongly agree","Neither agree/disagree","Disagree","Male","Undergraduate degree or equivalent (BSc, BA etc.)",1999,"European Union"
"141","Yes","1",0,0,0,0,0,0,0,0,0,1,"Strongly agree","Strongly agree","Agree","Strongly agree","Strongly agree","Neither agree/disagree","Disagree","Neither agree/disagree","Strongly agree","Strongly agree","Agree","Strongly disagree","Strongly agree","Strongly disagree","Strongly agree","Agree","Disagree","Strongly agree","Agree","Disagree","Disagree","Strongly agree","Agree","Disagree","Strongly disagree","Agree","Female","Undergraduate degree or equivalent (BSc, BA etc.)",2003,"United Kingdom"
"142","Yes","1",0,0,0,1,0,0,0,0,0,5,"Agree","Agree","Agree","Agree","Agree","Neither agree/disagree","Disagree","Disagree","Agree","Agree","Agree","Disagree","Agree","Strongly disagree","Disagree","Agree","Disagree","Strongly agree",NA,"Disagree","Agree","Agree","Neither agree/disagree","Agree","Strongly disagree","Disagree","Female","Undergraduate degree or equivalent (BSc, BA etc.)",2000,"Americas"
"143","No","0",0,0,0,0,0,0,0,0,0,0,"Neither agree/disagree","Neither agree/disagree","Neither agree/disagree","Neither agree/disagree","Neither agree/disagree","Agree","Neither agree/disagree","Neither agree/disagree","Neither agree/disagree","Neither agree/disagree","Neither agree/disagree","Neither agree/disagree",NA,NA,NA,NA,NA,NA,"Agree",NA,NA,NA,"Strongly disagree","Strongly agree","Strongly agree","Strongly disagree","Female","Undergraduate degree or equivalent (BSc, BA etc.)",2000,"Americas"
"144","Yes","1",0,0,0,1,0,0,0,1,0,14,"Disagree","Neither agree/disagree","Neither agree/disagree","Disagree","Neither agree/disagree","Agree","Neither agree/disagree","Neither agree/disagree","Neither agree/disagree","Disagree","Agree","Disagree","Disagree",NA,"Disagree","Disagree","Disagree","Strongly disagree","Disagree","Strongly disagree","Disagree","Strongly disagree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Prefer not to say","A-level, level 3 or equivalent",2003,"United Kingdom"
"145","Yes","1",1,0,0,0,0,0,0,0,0,2,"Disagree","Agree","Agree","Strongly agree","Strongly agree","Strongly disagree","Agree","Agree","Agree","Strongly disagree","Disagree","Disagree","Agree","Disagree","Agree","Disagree","Disagree","Strongly agree","Agree","Agree","Agree","Agree","Strongly disagree","Strongly agree","Strongly disagree","Strongly disagree","Male","Undergraduate degree or equivalent (BSc, BA etc.)",2004,"United Kingdom"
"146","No","0",0,0,0,0,0,0,0,0,0,0,"Neither agree/disagree","Neither agree/disagree","Neither agree/disagree","Neither agree/disagree","Neither agree/disagree","Neither agree/disagree","Neither agree/disagree","Neither agree/disagree","Neither agree/disagree","Neither agree/disagree","Neither agree/disagree","Neither agree/disagree","Strongly disagree","Strongly disagree","Strongly disagree","Strongly disagree",NA,NA,NA,NA,NA,NA,"Neither agree/disagree","Agree","Neither agree/disagree","Neither agree/disagree","Female","A-level, level 3 or equivalent",2003,"United Kingdom"
"147","No","0",0,0,0,0,0,0,0,0,0,0,"Neither agree/disagree","Strongly disagree","Disagree","Disagree","Disagree","Agree","Agree","Disagree","Agree","Strongly disagree","Disagree","Agree","Strongly disagree","Strongly disagree","Strongly disagree","Strongly disagree","Strongly disagree","Strongly agree",NA,NA,"Agree",NA,"Strongly disagree","Strongly agree","Strongly disagree","Strongly disagree","Male","A-level, level 3 or equivalent",2003,"United Kingdom"
"148","Yes","1",1,0,0,1,0,0,0,0,0,3,"Neither agree/disagree","Neither agree/disagree","Disagree","Strongly agree","Agree","Disagree","Disagree","Disagree","Strongly disagree","Strongly disagree","Disagree","Disagree",NA,"Strongly disagree","Strongly disagree","Strongly disagree","Disagree","Disagree",NA,"Strongly disagree","Agree",NA,"Disagree","Disagree","Strongly disagree","Neither agree/disagree","Male","A-level, level 3 or equivalent",2004,"United Kingdom"
"149","Yes","1",0,0,0,0,0,0,0,1,0,1,"Neither agree/disagree","Agree","Neither agree/disagree","Agree","Agree","Agree","Neither agree/disagree","Neither agree/disagree","Neither agree/disagree","Agree","Agree","Strongly disagree","Agree",NA,"Agree","Agree","Disagree","Strongly agree","Strongly agree","Strongly disagree","Agree","Agree","Agree","Neither agree/disagree","Agree","Neither agree/disagree","Male","Undergraduate degree or equivalent (BSc, BA etc.)",2002,"United Kingdom"
"150","Yes","1",0,0,0,0,0,0,0,0,0,0,"Neither agree/disagree","Agree","Neither agree/disagree","Agree","Agree","Agree","Neither agree/disagree","Neither agree/disagree","Neither agree/disagree","Agree","Agree","Disagree",NA,"Agree",NA,"Agree","Disagree","Agree","Strongly agree",NA,NA,"Agree","Agree","Agree","Neither agree/disagree","Agree","Male","A-level, level 3 or equivalent",2002,"United Kingdom"
"151","Yes","1",0,0,0,0,0,0,0,0,0,1,"Agree","Agree","Agree","Strongly agree","Agree","Neither agree/disagree","Neither agree/disagree","Neither agree/disagree","Agree","Neither agree/disagree","Neither agree/disagree","Strongly disagree",NA,"Disagree","Disagree","Disagree","Disagree","Agree",NA,"Agree","Agree",NA,"Disagree","Agree","Neither agree/disagree","Disagree","Male","Undergraduate degree or equivalent (BSc, BA etc.)",2002,"United Kingdom"
"152","Yes","1",0,0,0,0,0,0,0,0,0,0,"Disagree","Disagree","Strongly disagree","Neither agree/disagree","Strongly disagree","Disagree","Neither agree/disagree","Strongly disagree","Disagree","Disagree","Neither agree/disagree","Disagree","Strongly disagree","Disagree",NA,"Disagree","Disagree","Disagree",NA,"Strongly disagree","Disagree","Disagree","Disagree","Strongly disagree","Neither agree/disagree","Neither agree/disagree","Female","A-level, level 3 or equivalent",2004,"United Kingdom"
"153","Yes","1",0,0,0,0,0,0,0,0,0,1,"Neither agree/disagree","Strongly disagree","Neither agree/disagree","Strongly disagree","Neither agree/disagree","Neither agree/disagree","Disagree","Neither agree/disagree","Strongly disagree","Neither agree/disagree","Strongly disagree","Neither agree/disagree","Agree",NA,"Agree","Agree",NA,"Agree","Agree","Agree",NA,"Agree","Neither agree/disagree","Neither agree/disagree","Agree","Agree","Male","Undergraduate degree or equivalent (BSc, BA etc.)",2002,"United Kingdom"
"154","No","1",0,1,0,0,0,0,0,1,0,0,"Neither agree/disagree","Neither agree/disagree","Neither agree/disagree","Neither agree/disagree","Neither agree/disagree","Neither agree/disagree","Neither agree/disagree","Neither agree/disagree","Neither agree/disagree","Neither agree/disagree","Neither agree/disagree","Neither agree/disagree","Disagree",NA,NA,"Agree","Agree","Agree","Agree",NA,NA,"Agree","Neither agree/disagree","Neither agree/disagree","Disagree","Neither agree/disagree","Male","Undergraduate degree or equivalent (BSc, BA etc.)",2003,"United Kingdom"
"155","Yes","1",0,0,0,0,1,0,0,0,0,10,"Agree","Neither agree/disagree","Agree","Agree","Neither agree/disagree","Agree","Agree","Agree","Neither agree/disagree","Agree","Agree","Neither agree/disagree","Agree",NA,"Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Neither agree/disagree","Agree","Agree","Agree","Male","Undergraduate degree or equivalent (BSc, BA etc.)",2005,"United Kingdom"
"156","No","0",0,0,0,0,0,0,0,0,0,0,"Agree","Neither agree/disagree","Agree","Agree","Neither agree/disagree","Agree","Agree","Agree","Agree","Neither agree/disagree","Agree","Disagree","Agree",NA,NA,NA,"Disagree","Strongly agree","Strongly agree",NA,"Agree","Agree","Disagree","Agree","Neither agree/disagree","Neither agree/disagree","Male","Undergraduate degree or equivalent (BSc, BA etc.)",2003,"United Kingdom"
"157","No","1",0,0,0,0,0,0,0,0,0,1,"Disagree","Agree","Disagree","Disagree","Strongly agree","Neither agree/disagree","Disagree","Neither agree/disagree","Agree","Disagree","Strongly disagree","Neither agree/disagree","Disagree","Strongly disagree","Disagree","Agree","Strongly agree","Agree","Agree",NA,NA,"Agree","Agree","Agree","Neither agree/disagree","Agree","Male","A-level, level 3 or equivalent",2003,"United Kingdom"
"158","Yes","1",0,0,0,0,0,0,0,0,0,0,"Disagree","Neither agree/disagree","Disagree","Agree","Neither agree/disagree","Agree","Agree","Strongly disagree","Agree","Neither agree/disagree","Neither agree/disagree","Strongly disagree","Strongly disagree","Disagree","Disagree","Disagree",NA,"Agree","Agree",NA,NA,"Agree","Strongly disagree","Strongly disagree","Neither agree/disagree","Disagree","Prefer not to say","Undergraduate degree or equivalent (BSc, BA etc.)",1987,"Other"
"159","Yes","1",0,0,0,0,0,0,0,0,0,3,"Agree","Agree","Disagree","Agree","Agree","Disagree","Agree","Neither agree/disagree","Agree","Agree","Agree","Disagree","Agree",NA,NA,NA,"Disagree","Agree","Agree","Agree","Agree","Agree","Neither agree/disagree","Disagree","Agree","Neither agree/disagree","Male","Undergraduate degree or equivalent (BSc, BA etc.)",2004,"Asia"
"160","Yes","1",0,0,0,0,0,0,0,1,0,1,"Agree","Agree","Agree","Agree","Neither agree/disagree","Disagree","Agree","Agree","Agree","Agree","Agree","Disagree","Agree","Disagree",NA,"Disagree",NA,"Agree",NA,"Strongly agree",NA,NA,"Neither agree/disagree","Agree","Strongly disagree","Disagree","Male","Undergraduate degree or equivalent (BSc, BA etc.)",2004,"United Kingdom"
"161","Yes","1",0,0,0,0,0,0,0,0,0,2,"Agree","Neither agree/disagree","Agree","Agree","Agree","Strongly agree","Strongly agree","Agree","Agree","Neither agree/disagree","Agree","Disagree",NA,NA,"Disagree","Strongly disagree","Disagree","Agree",NA,NA,"Disagree","Agree","Strongly disagree","Strongly agree","Neither agree/disagree","Strongly disagree","Male","Undergraduate degree or equivalent (BSc, BA etc.)",2003,"United Kingdom"
"162","No","0",0,0,0,0,0,0,0,0,0,0,"Neither agree/disagree","Neither agree/disagree","Neither agree/disagree","Neither agree/disagree","Neither agree/disagree","Agree","Agree","Agree","Agree","Strongly disagree","Disagree","Neither agree/disagree","Disagree",NA,"Disagree","Disagree","Disagree","Agree",NA,"Agree",NA,NA,"Disagree","Agree","Agree","Disagree","Female","Undergraduate degree or equivalent (BSc, BA etc.)",2002,"United Kingdom"
"163","Yes","1",0,0,0,0,0,0,0,0,0,0,"Neither agree/disagree","Disagree","Neither agree/disagree","Agree","Agree","Strongly disagree","Strongly disagree","Disagree","Disagree","Neither agree/disagree","Disagree","Disagree","Strongly disagree","Disagree",NA,"Disagree",NA,"Strongly agree","Agree","Strongly disagree","Agree","Strongly agree","Neither agree/disagree","Neither agree/disagree","Strongly agree","Neither agree/disagree","Male","Undergraduate degree or equivalent (BSc, BA etc.)",2003,"United Kingdom"
"164","Yes","1",0,0,0,0,0,0,0,0,0,1,"Neither agree/disagree","Agree","Neither agree/disagree","Agree","Neither agree/disagree","Strongly agree","Agree","Agree","Agree","Disagree","Neither agree/disagree","Agree",NA,"Disagree","Disagree","Disagree","Agree","Strongly agree","Strongly agree","Agree",NA,"Agree","Disagree","Strongly agree","Neither agree/disagree","Disagree","Female","Undergraduate degree or equivalent (BSc, BA etc.)",2001,"United Kingdom"
"165","Yes","1",0,0,0,0,0,0,0,0,0,2,"Agree","Neither agree/disagree","Agree","Agree","Agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Agree","Agree","Neither agree/disagree","Agree","Disagree","Agree","Agree","Agree","Agree","Disagree",NA,"Strongly disagree","Strongly agree","Neither agree/disagree","Neither agree/disagree","Agree","Neither agree/disagree","Female","Undergraduate degree or equivalent (BSc, BA etc.)",2003,"United Kingdom"
"166","No","0",0,0,0,0,0,0,0,0,0,0,"Neither agree/disagree","Neither agree/disagree","Neither agree/disagree","Disagree","Neither agree/disagree","Agree","Neither agree/disagree","Agree","Strongly agree","Neither agree/disagree","Neither agree/disagree","Agree","Disagree","Agree","Disagree","Disagree",NA,"Agree","Agree","Disagree",NA,"Strongly agree","Strongly disagree","Agree","Strongly disagree","Disagree","Female","Undergraduate degree or equivalent (BSc, BA etc.)",2003,"United Kingdom"
"167","Yes","1",0,0,0,0,0,0,0,0,0,5,"Agree","Agree","Neither agree/disagree","Strongly agree","Strongly agree","Disagree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Agree","Disagree",NA,"Strongly agree","Strongly disagree","Agree",NA,"Strongly agree",NA,"Agree",NA,"Agree","Neither agree/disagree","Strongly agree","Neither agree/disagree","Disagree","Male","A-level, level 3 or equivalent",2004,"United Kingdom"
"168","Yes","1",0,0,0,0,0,0,0,0,0,2,"Disagree","Agree","Strongly disagree","Agree","Agree","Strongly disagree","Agree","Neither agree/disagree","Agree","Strongly agree","Agree","Disagree","Agree","Strongly disagree","Agree",NA,"Strongly disagree","Agree","Disagree","Disagree","Agree","Agree","Neither agree/disagree","Neither agree/disagree","Agree","Neither agree/disagree","Female","Undergraduate degree or equivalent (BSc, BA etc.)",2003,"United Kingdom"
"169","Yes","1",0,0,0,0,0,0,0,1,0,10,"Neither agree/disagree","Agree","Agree","Strongly agree","Neither agree/disagree","Strongly agree","Strongly agree","Disagree","Disagree","Disagree","Neither agree/disagree","Disagree","Disagree","Agree","Disagree","Strongly disagree",NA,"Strongly agree","Strongly agree","Strongly disagree","Agree","Strongly agree","Strongly disagree","Strongly agree","Strongly agree","Strongly disagree","Male","Undergraduate degree or equivalent (BSc, BA etc.)",2004,"United Kingdom"
"170","Yes","1",0,0,0,0,0,0,0,1,0,9,"Disagree","Agree","Neither agree/disagree","Agree","Strongly agree","Disagree","Neither agree/disagree","Neither agree/disagree","Disagree","Agree","Disagree","Neither agree/disagree","Agree","Disagree","Strongly agree","Disagree",NA,"Agree","Agree","Disagree","Agree",NA,"Neither agree/disagree","Neither agree/disagree","Neither agree/disagree","Neither agree/disagree","Female","Undergraduate degree or equivalent (BSc, BA etc.)",2004,"United Kingdom"
"171","Yes","1",1,0,0,1,0,0,1,1,0,15,"Agree","Strongly agree","Neither agree/disagree","Agree","Strongly agree","Agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Disagree","Strongly agree","Agree","Strongly agree","Strongly agree","Strongly disagree","Strongly agree","Agree","Agree","Strongly agree","Strongly agree","Neither agree/disagree","Neither agree/disagree","Neither agree/disagree","Disagree","Male","Undergraduate degree or equivalent (BSc, BA etc.)",2003,"United Kingdom"
"172","Yes","1",1,0,0,0,0,0,0,1,0,12,"Disagree","Agree","Disagree","Agree","Strongly agree","Neither agree/disagree","Agree","Agree","Agree","Agree","Agree","Strongly disagree","Strongly agree",NA,"Agree","Strongly disagree","Disagree","Agree","Agree","Agree","Agree","Disagree","Neither agree/disagree","Agree","Disagree","Disagree","Male","Undergraduate degree or equivalent (BSc, BA etc.)",2004,"United Kingdom"
"173","Yes","1",1,0,0,0,0,0,0,0,0,2,NA,"Agree","Disagree","Agree","Strongly agree","Agree","Agree","Agree","Neither agree/disagree","Neither agree/disagree","Neither agree/disagree","Disagree","Strongly agree",NA,"Agree","Disagree","Disagree","Strongly agree","Agree","Agree","Strongly agree",NA,"Neither agree/disagree","Strongly agree","Agree","Strongly disagree","Male","Undergraduate degree or equivalent (BSc, BA etc.)",2001,"United Kingdom"
"174","Yes","1",0,0,0,0,0,0,0,0,0,1,"Neither agree/disagree","Agree","Neither agree/disagree","Agree","Neither agree/disagree","Agree","Neither agree/disagree","Neither agree/disagree","Neither agree/disagree","Neither agree/disagree","Neither agree/disagree","Disagree",NA,NA,"Agree",NA,"Disagree",NA,NA,"Agree",NA,NA,"Neither agree/disagree","Neither agree/disagree","Neither agree/disagree","Neither agree/disagree","Male","A-level, level 3 or equivalent",2002,"Asia"
"175","No","0",0,0,0,0,0,0,0,0,0,0,"Neither agree/disagree","Neither agree/disagree","Disagree","Agree","Neither agree/disagree","Agree","Agree","Neither agree/disagree","Disagree","Neither agree/disagree","Neither agree/disagree","Disagree",NA,"Disagree","Disagree","Disagree",NA,"Agree",NA,NA,NA,NA,"Disagree","Agree","Strongly disagree","Disagree","Male","Undergraduate degree or equivalent (BSc, BA etc.)",2004,"United Kingdom"
"176","Yes","1",0,0,0,1,0,0,0,1,0,5,"Neither agree/disagree","Neither agree/disagree","Strongly disagree","Agree","Agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Agree","Neither agree/disagree","Disagree",NA,"Strongly disagree","Disagree","Disagree",NA,"Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Disagree","Strongly agree","Neither agree/disagree","Strongly disagree","Male","A-level, level 3 or equivalent",2000,"Asia"
"177","Yes","1",0,0,0,0,0,0,0,0,0,1,"Neither agree/disagree","Agree","Disagree","Agree","Neither agree/disagree","Agree","Agree","Agree","Agree","Disagree","Neither agree/disagree","Disagree","Disagree","Disagree","Agree","Disagree",NA,"Agree",NA,"Agree",NA,"Agree","Neither agree/disagree","Agree","Neither agree/disagree","Neither agree/disagree","Female","Undergraduate degree or equivalent (BSc, BA etc.)",2003,"United Kingdom"
"178","Yes","1",0,0,0,0,0,0,0,0,0,0,"Neither agree/disagree","Strongly disagree","Neither agree/disagree","Disagree","Disagree","Neither agree/disagree","Disagree","Disagree","Disagree","Neither agree/disagree","Neither agree/disagree","Disagree","Disagree","Strongly disagree","Disagree","Disagree","Disagree","Strongly disagree","Disagree","Strongly disagree","Strongly disagree","Disagree","Disagree","Strongly disagree","Disagree","Neither agree/disagree","Female","Postgraduate masters degree or equivalent (MSc, MA, etc.)",1996,"United Kingdom"
"179","Yes","1",0,0,0,0,0,0,0,0,1,10,"Strongly agree","Agree","Neither agree/disagree","Neither agree/disagree","Neither agree/disagree","Strongly agree","Strongly agree","Agree","Agree","Agree","Disagree","Agree","Agree",NA,"Disagree","Disagree","Strongly disagree","Strongly agree","Strongly agree","Strongly agree",NA,"Strongly agree","Disagree","Strongly agree","Agree","Strongly disagree","Female","Undergraduate degree or equivalent (BSc, BA etc.)",2001,"United Kingdom"
"180","No","0",0,0,0,0,0,0,0,0,0,0,"Agree","Strongly disagree","Agree","Neither agree/disagree","Neither agree/disagree","Agree","Agree","Agree","Neither agree/disagree","Strongly disagree","Agree","Neither agree/disagree",NA,"Agree",NA,"Disagree","Strongly agree","Agree","Strongly agree","Disagree","Agree","Agree","Disagree","Agree","Agree","Strongly disagree","Male","Undergraduate degree or equivalent (BSc, BA etc.)",2002,"United Kingdom"
